name,detail_url,telefon,handy,fax,email,website,address,street,postal_code,city,district,categories
Firma Henschel GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/henschel-gmbh-co-kg-74,0,bdbdetail.html?id=106389",089 7106650,,089 71066510,info@henschel-gruppe.com,http://www.henschel-gruppe.com,"Henschel GmbH & Co. KG, Krottenkopfstraße 11, 81377 München, Landkreis München, kreisfreie Stadt",Krottenkopfstraße 11,81377,München,"Landkreis München, kreisfreie Stadt",Feinwerkmechaniker; Zweiradmechaniker
Firma REWE Markt GmbH Zweigniederlassung Eching/Mü.,"https://www.hwk-muenchen.de/betriebe/rewe-markt-gmbh-zweigniederlassung-eching-mue-74,0,bdbdetail.html?id=139072",,,,,,"REWE Markt GmbH Zweigniederlassung Eching/Mü., Lindwurmstr. 129, 80337 München, Landkreis München, kreisfreie Stadt",Lindwurmstr. 129,80337,München,"Landkreis München, kreisfreie Stadt",Metzger
Firma Niedermeier GmbH Büchsenmacher- Ei-Waffenhandel-Jagdzubehör,"https://www.hwk-muenchen.de/betriebe/niedermeier-gmbh-buechsenmacher-ei-waffenhandel-jagdzubehoer-74,0,bdbdetail.html?id=64053",,,,,,"Niedermeier GmbH Büchsenmacher- Ei-Waffenhandel-Jagdzubehör, Zenettistr. 29, 80337 München, Landkreis München, kreisfreie Stadt",Zenettistr. 29,80337,München,"Landkreis München, kreisfreie Stadt",Büchsenmacher
Firma Veda GmbH,"https://www.hwk-muenchen.de/betriebe/veda-gmbh-74,0,bdbdetail.html?id=205146",127 127 11,,127 127 12,,,"Veda GmbH, Elsenheimerstraße 59, 80687 München, Landkreis München, kreisfreie Stadt",Elsenheimerstraße 59,80687,München,"Landkreis München, kreisfreie Stadt",Gebäudereiniger
Firma Tastan Gebäudereinigungs GmbH,"https://www.hwk-muenchen.de/betriebe/tastan-gebaeudereinigungs-gmbh-74,0,bdbdetail.html?id=203494",089 50073285,0176 63835702,089 50073369,buero@bg-tastan.de,http://www.bg-tastan.de,"Tastan Gebäudereinigungs GmbH, Westendstraße 134, 80339 München, Landkreis München, kreisfreie Stadt",Westendstraße 134,80339,München,"Landkreis München, kreisfreie Stadt",Gebäudereiniger
Firma Gaststätte Grossmarkthalle Wallner & Walter GmbH,"https://www.hwk-muenchen.de/betriebe/gaststaette-grossmarkthalle-wallner-walter-gmbh-74,0,bdbdetail.html?id=119648",089 764531,,089 76775821,wallner.gaststaette@t-online.de,,"Gaststätte Grossmarkthalle Wallner & Walter GmbH, Kochelseestr. 13, 81371 München, Landkreis München, kreisfreie Stadt",Kochelseestr. 13,81371,München,"Landkreis München, kreisfreie Stadt",Metzger
Firma Karl Lechner GmbH,"https://www.hwk-muenchen.de/betriebe/karl-lechner-gmbh-74,0,bdbdetail.html?id=96466",089 7627462,,089 762762,,,"Karl Lechner GmbH, Schanzenbachstraße 17, 81371 München, Landkreis München, kreisfreie Stadt",Schanzenbachstraße 17,81371,München,"Landkreis München, kreisfreie Stadt","Installateur und Heizungsbauer (Istallateur-u.Heizungsbau; beschr.auf Planung, Bau u; Instandh.v.Trinkwasserver; sorgungs-u.Abwasseranlage; (mit Sanitaeren Anlagen; und be.; a.Planung,Bau u.Instandh.; v.Gasversor.u.Gasverbrau.)"
Firma NB Bautenschützer GmbH,"https://www.hwk-muenchen.de/betriebe/nb-bautenschuetzer-gmbh-74,0,bdbdetail.html?id=37391",,,,,,"NB Bautenschützer GmbH, Flintsbacher Straße 1 a, 80686 München, Landkreis München, kreisfreie Stadt",Flintsbacher Straße 1 a,80686,München,"Landkreis München, kreisfreie Stadt",Holz- und Bautenschützer (Mauerschutz und Holzimprägnierung in Gebäuden); Fuger (im Hochbau)
Firma Mönner GmbH,"https://www.hwk-muenchen.de/betriebe/moenner-gmbh-74,0,bdbdetail.html?id=73956",089 7249860,,089 72498620,info@moenner.de,http://www.moenner.de,"Mönner GmbH, Johann-Clanze-Straße 111, 81369 München, Landkreis München, kreisfreie Stadt",Johann-Clanze-Straße 111,81369,München,"Landkreis München, kreisfreie Stadt","Installateur und Heizungsbauer; Elektrotechniker; Informationstechniker; Elektromaschinenbauer; Fliesen-, Platten- und Mosaikleger; Estrichleger; Parkettleger"
Firma HIT Frische GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/hit-frische-gmbh-co-kg-74,0,bdbdetail.html?id=37299",,,,,,"HIT Frische GmbH & Co. KG, Elsenheimer Straße 57, 80687 München, Landkreis München, kreisfreie Stadt",Elsenheimer Straße 57,80687,München,"Landkreis München, kreisfreie Stadt",Metzger
Firma Dischner & Partner Bedachungen GmbH,"https://www.hwk-muenchen.de/betriebe/dischner-partner-bedachungen-gmbh-74,0,bdbdetail.html?id=83659",,,,dischner@wuidling.com,,"Dischner & Partner Bedachungen GmbH, Barthstr. 31, 80339 München, Landkreis München, kreisfreie Stadt",Barthstr. 31,80339,München,"Landkreis München, kreisfreie Stadt",Dachdecker
Firma zwo M GmbH,"https://www.hwk-muenchen.de/betriebe/zwo-m-gmbh-74,0,bdbdetail.html?id=154190",089 505095,,089 505089,info@zwom-caraudio.de,http://www.zwom-caraudio.de,"zwo M GmbH, Schießstättstraße 18 - 22, 80339 München, Landkreis München, kreisfreie Stadt",Schießstättstraße 18 - 22,80339,München,"Landkreis München, kreisfreie Stadt",Kraftfahrzeugtechniker (Einbau von Geräten der Kommunikationselektronik und von Navigationsanlagen)
Firma Fotosion GmbH,"https://www.hwk-muenchen.de/betriebe/fotosion-gmbh-74,0,bdbdetail.html?id=212696",089 57953750,,,,,"Fotosion GmbH, Faeustlestr. 7, 80339 München, Landkreis München, kreisfreie Stadt",Faeustlestr. 7,80339,München,"Landkreis München, kreisfreie Stadt",Fotografen
Firma Photogenika GmbH,"https://www.hwk-muenchen.de/betriebe/photogenika-gmbh-74,0,bdbdetail.html?id=309076",08924408908,,,info@photogenika.de,http://www.photogenika.de,"Photogenika GmbH, Guldeinstraße 28, 80339 München, Landkreis München, kreisfreie Stadt",Guldeinstraße 28,80339,München,"Landkreis München, kreisfreie Stadt",Fotografen
Firma Defromat Heizelektrik GmbH & Co. Wärmetechnik KG,"https://www.hwk-muenchen.de/betriebe/defromat-heizelektrik-gmbh-co-waermetechnik-kg-74,0,bdbdetail.html?id=68342",+49 89 7485500,,+49 89 748550129,info@defromat.de,http://www.defromat.de,"Defromat Heizelektrik GmbH & Co. Wärmetechnik KG, Höglwörther Straße 1, 81369 München, Landkreis München, kreisfreie Stadt",Höglwörther Straße 1,81369,München,"Landkreis München, kreisfreie Stadt",Elektrotechniker
Firma GfK System GmbH,"https://www.hwk-muenchen.de/betriebe/gfk-system-gmbh-74,0,bdbdetail.html?id=106742",+49 896 666790,,,info@gfk-system.de,,"GfK System GmbH, Höglwörther Straße 1, 81369 München, Landkreis München, kreisfreie Stadt",Höglwörther Straße 1,81369,München,"Landkreis München, kreisfreie Stadt",Elektrotechniker (- beschraenkt auf Tele-; kommunikationsanlagen)
Firma Projekt Stein GmbH,"https://www.hwk-muenchen.de/betriebe/projekt-stein-gmbh-74,0,bdbdetail.html?id=106512",,,,,,"Projekt Stein GmbH, Bavariaring 29, 80336 München, Landkreis München, kreisfreie Stadt",Bavariaring 29,80336,München,"Landkreis München, kreisfreie Stadt",Steinmetzen und Steinbildhauer
Firma Bio Beauty Dentistic GmbH,"https://www.hwk-muenchen.de/betriebe/bio-beauty-dentistic-gmbh-74,0,bdbdetail.html?id=138698",089 47027903,0179 3922903,,,,"Bio Beauty Dentistic GmbH, Lindwurmstraße 109, 80337 München, Landkreis München, kreisfreie Stadt",Lindwurmstraße 109,80337,München,"Landkreis München, kreisfreie Stadt",Zahntechniker
Firma Radl-Huber GmbH,"https://www.hwk-muenchen.de/betriebe/radl-huber-gmbh-74,0,bdbdetail.html?id=40878",,,,,,"Radl-Huber GmbH, Fallstraße 15, 81369 München, Landkreis München, kreisfreie Stadt",Fallstraße 15,81369,München,"Landkreis München, kreisfreie Stadt",Zweiradmechaniker; Kraftfahrzeugtechniker (Kraftahrzeugtechnikerhand; werk - beschraenkt auf; Kraftraeder)
Firma Gaßner Der Metzger- und Gastromarkt GmbH,"https://www.hwk-muenchen.de/betriebe/gassner-der-metzger-und-gastromarkt-gmbh-74,0,bdbdetail.html?id=114902",089 7461410,0171 3728912,089 74614120,info@metzgerei-gassner.de,http://www.metzgerei-gassner.de,"Gaßner Der Metzger- und Gastromarkt GmbH, Zenettistraße 11, 80337 München, Landkreis München, kreisfreie Stadt",Zenettistraße 11,80337,München,"Landkreis München, kreisfreie Stadt",Metzger
Firma Steko Bau GmbH,"https://www.hwk-muenchen.de/betriebe/steko-bau-gmbh-74,0,bdbdetail.html?id=239265",089 39293900,0179 5243142,089 39293901,steko-bau@arcor.de,,"Steko Bau GmbH, Brudermühlstraße 29, 81371 München, Landkreis München, kreisfreie Stadt",Brudermühlstraße 29,81371,München,"Landkreis München, kreisfreie Stadt",Maurer und Betonbauer (beschränkt auf Verputzarbeiten)
Firma Pfleger & Friedrich GmbH,"https://www.hwk-muenchen.de/betriebe/pfleger-friedrich-gmbh-74,0,bdbdetail.html?id=166810",089 5705750,,,,,"Pfleger & Friedrich GmbH, Steinbeisplatz 6, 80686 München, Landkreis München, kreisfreie Stadt",Steinbeisplatz 6,80686,München,"Landkreis München, kreisfreie Stadt",Maler und Lackierer
Firma Seco Sign GmbH,"https://www.hwk-muenchen.de/betriebe/seco-sign-gmbh-74,0,bdbdetail.html?id=45577",089 4483881,,089 4471410,info@seco-sign.de,http://www.seco-sign.com,"Seco Sign GmbH, Thalkirchner Straße 210/ Haus 10 b, 81371 München, Landkreis München, kreisfreie Stadt",Thalkirchner Straße 210/ Haus 10 b,81371,München,"Landkreis München, kreisfreie Stadt","Einbau von genormten Baufertigteilen (z.B. Fenster, Türen, Zargen, Regale)"
Firma Dentallabor Mederlein GmbH,"https://www.hwk-muenchen.de/betriebe/dentallabor-mederlein-gmbh-74,0,bdbdetail.html?id=16870",,,,,,"Dentallabor Mederlein GmbH, Fachnerstr. 34, 80686 München, Landkreis München, kreisfreie Stadt",Fachnerstr. 34,80686,München,"Landkreis München, kreisfreie Stadt",Zahntechniker
Firma Gschlößl Bau GmbH,"https://www.hwk-muenchen.de/betriebe/gschloessl-bau-gmbh-74,0,bdbdetail.html?id=79309",089 5020154,,089 54070426,,,"Gschlößl Bau GmbH, Westendstraße 61, 80339 München, Landkreis München, kreisfreie Stadt",Westendstraße 61,80339,München,"Landkreis München, kreisfreie Stadt",Maurer und Betonbauer
Firma Fänderl GmbH,"https://www.hwk-muenchen.de/betriebe/faenderl-gmbh-74,0,bdbdetail.html?id=65447",,,,,,"Fänderl GmbH, Landsberger Str. 81, 80339 München, Landkreis München, kreisfreie Stadt",Landsberger Str. 81,80339,München,"Landkreis München, kreisfreie Stadt",Bodenleger
Firma REWE Markt GmbH Zweigniederlassung Eching/Mü.,"https://www.hwk-muenchen.de/betriebe/rewe-markt-gmbh-zweigniederlassung-eching-mue-74,0,bdbdetail.html?id=119953",,,,,,"REWE Markt GmbH Zweigniederlassung Eching/Mü., Endelhauserstr. 15, 80686 München, Landkreis München, kreisfreie Stadt",Endelhauserstr. 15,80686,München,"Landkreis München, kreisfreie Stadt",Metzger
Firma Handwerks- und Planungsteam GmbH Junges Bauen,"https://www.hwk-muenchen.de/betriebe/handwerks-und-planungsteam-gmbh-junges-bauen-74,0,bdbdetail.html?id=40443",+498945228880,,+4989452288822,a.uysal@hup-holzbau.de,http://www.hup-holzbau.de,"Handwerks- und Planungsteam GmbH Junges Bauen, Tumblingerstraße 30, 80337 München, Landkreis München, kreisfreie Stadt",Tumblingerstraße 30,80337,München,"Landkreis München, kreisfreie Stadt",Zimmerer
Firma HSC Realitätenbüro GmbH,"https://www.hwk-muenchen.de/betriebe/hsc-realitaetenbuero-gmbh-74,0,bdbdetail.html?id=138346",,,,,,"HSC Realitätenbüro GmbH, Schwanthalerstraße 140, 80339 München, Landkreis München, kreisfreie Stadt",Schwanthalerstraße 140,80339,München,"Landkreis München, kreisfreie Stadt","Einbau von genormten Baufertigteilen (z.B. Fenster, Türen, Zargen, Regale)"
Firma SRZ Studio für restaurative Zahntechnik GmbH,"https://www.hwk-muenchen.de/betriebe/srz-studio-fuer-restaurative-zahntechnik-gmbh-74,0,bdbdetail.html?id=22753",089 5380202,0171 8701990,089 537607,,,"SRZ Studio für restaurative Zahntechnik GmbH, Bavariaring  23, 80336 München, Landkreis München, kreisfreie Stadt",Bavariaring  23,80336,München,"Landkreis München, kreisfreie Stadt",Zahntechniker
Firma TM Ausbau GmbH,"https://www.hwk-muenchen.de/betriebe/tm-ausbau-gmbh-74,0,bdbdetail.html?id=31745",089 800331,,089 8009388,hallinger@tm-ausbau.eu,http://www.tm-gruppe.eu,"TM Ausbau GmbH, Landsberger Straße 90, 80339 München, Landkreis München, kreisfreie Stadt",Landsberger Straße 90,80339,München,"Landkreis München, kreisfreie Stadt","Stuckateur; Fliesen-, Platten- und Mosaikleger; Parkettleger; Estrichleger"
Firma Michael Wieser GmbH,"https://www.hwk-muenchen.de/betriebe/michael-wieser-gmbh-74,0,bdbdetail.html?id=68368",,,,,,"Michael Wieser GmbH, Zenettistr. 10, 80337 München, Landkreis München, kreisfreie Stadt",Zenettistr. 10,80337,München,"Landkreis München, kreisfreie Stadt",Metzger
Firma Rix Fleischhandel GmbH,"https://www.hwk-muenchen.de/betriebe/rix-fleischhandel-gmbh-74,0,bdbdetail.html?id=78066",089 772199,,089 7212915,,,"Rix Fleischhandel GmbH, Zenettistr. 10, 80337 München, Landkreis München, kreisfreie Stadt",Zenettistr. 10,80337,München,"Landkreis München, kreisfreie Stadt",Metzger
Firma Schmid & Gassner GmbH,"https://www.hwk-muenchen.de/betriebe/schmid-gassner-gmbh-74,0,bdbdetail.html?id=13406",,,,,,"Schmid & Gassner GmbH, Zenettistr. 10, 80337 München, Landkreis München, kreisfreie Stadt",Zenettistr. 10,80337,München,"Landkreis München, kreisfreie Stadt",Metzger
Firma Firbitex Vertrieb und Verwaltung von Textilreinigungsbetrieben GmbH,"https://www.hwk-muenchen.de/betriebe/firbitex-vertrieb-und-verwaltung-von-textilreinigungsbetrieben-gmbh-74,0,bdbdetail.html?id=18413",,,,,,"Firbitex Vertrieb und Verwaltung von Textilreinigungsbetrieben GmbH, Lindwurmstr. 14, 80337 München, Landkreis München, kreisfreie Stadt",Lindwurmstr. 14,80337,München,"Landkreis München, kreisfreie Stadt",Schnellreiniger
Firma Gerhard Hohendanner GmbH,"https://www.hwk-muenchen.de/betriebe/gerhard-hohendanner-gmbh-74,0,bdbdetail.html?id=59941",089 534663,,089 534562,info@hohendanner.de,,"Gerhard Hohendanner GmbH, Thalkirchner Str. 59, 80337 München, Landkreis München, kreisfreie Stadt",Thalkirchner Str. 59,80337,München,"Landkreis München, kreisfreie Stadt","Einbau von genormten Baufertigteilen (z.B. Fenster, Türen, Zargen, Regale)"
Firma Busservice Watzinger GmbH & Co KG,"https://www.hwk-muenchen.de/betriebe/busservice-watzinger-gmbh-co-kg-74,0,bdbdetail.html?id=50912",089 242480,,089 24248291,info@watzinger.de,http://www.watzinger.de,"Busservice Watzinger GmbH & Co KG, Landsberger Str. 181, 80687 München, Landkreis München, kreisfreie Stadt",Landsberger Str. 181,80687,München,"Landkreis München, kreisfreie Stadt",Kraftfahrzeugtechniker
Firma BATFIS Holz- und Bautenschutz GmbH,"https://www.hwk-muenchen.de/betriebe/batfis-holz-und-bautenschutz-gmbh-74,0,bdbdetail.html?id=147443",089 943410,,089 45036699,batfis@t-online.de,,"BATFIS Holz- und Bautenschutz GmbH, Brudermühlstraße 9, 81371 München, Landkreis München, kreisfreie Stadt",Brudermühlstraße 9,81371,München,"Landkreis München, kreisfreie Stadt",Holz- und Bautenschützer (Mauerschutz und Holzimprägnierung in Gebäuden); Bodenleger; Fuger (im Hochbau)
Firma Rummel GmbH,"https://www.hwk-muenchen.de/betriebe/rummel-gmbh-74,0,bdbdetail.html?id=27305",,,,,,"Rummel GmbH, Thalkirchner Str. 53, 80337 München, Landkreis München, kreisfreie Stadt",Thalkirchner Str. 53,80337,München,"Landkreis München, kreisfreie Stadt",Dachdecker
Firma August Bosch GmbH & Co. KG,"https://www.hwk-muenchen.de/betriebe/august-bosch-gmbh-co-kg-74,0,bdbdetail.html?id=182090",+49 89 765391,,+49 89 7259402,a.bosch@august-bosch.de,,"August Bosch GmbH & Co. KG, Brudermühlstr. 6, 81371 München, Landkreis München, kreisfreie Stadt",Brudermühlstr. 6,81371,München,"Landkreis München, kreisfreie Stadt",Feinwerkmechaniker; Kälteanlagenbauer; Zweiradmechaniker
Firma Versorgungstechnische Anlagen GmbH Vta,"https://www.hwk-muenchen.de/betriebe/versorgungstechnische-anlagen-gmbh-vta-74,0,bdbdetail.html?id=77864",089 7485560,,089 74855620,vta@vtagmbh.de,http://www.vtagmbh.de,"Versorgungstechnische Anlagen GmbH Vta, Sonnenlängstraße 2, 81369 München, Landkreis München, kreisfreie Stadt",Sonnenlängstraße 2,81369,München,"Landkreis München, kreisfreie Stadt",Installateur und Heizungsbauer
Firma Haus der Fuß-GeHsundheit GmbH,"https://www.hwk-muenchen.de/betriebe/haus-der-fuss-gehsundheit-gmbh-74,0,bdbdetail.html?id=174533",089 26025864,,089 26025760,ds@gehsundheit.de,http://www.gehsundheit.de,"Haus der Fuß-GeHsundheit GmbH, Häberlstraße 5, 80337 München, Landkreis München, kreisfreie Stadt",Häberlstraße 5,80337,München,"Landkreis München, kreisfreie Stadt",Orthopädieschuhmacher; Orthopädietechniker ((diabetes adaptierte Fußbettungen))
"Firma Anton Buchele, Raumgestaltung GmbH","https://www.hwk-muenchen.de/betriebe/anton-buchele-raumgestaltung-gmbh-74,0,bdbdetail.html?id=37444",777964,,7252930,info@buchele-raumgestaltung.de,http://www.buchele-raumgestaltung.de,"Anton Buchele, Raumgestaltung GmbH, Sankt-Paul-Straße 10, 80336 München, Landkreis München, kreisfreie Stadt",Sankt-Paul-Straße 10,80336,München,"Landkreis München, kreisfreie Stadt",Raumausstatter; Maler und Lackierer (Die Eintragung fuer das; Maler-und Lackiererhand-; werk ist beschraenkt auf; das Renovieren und Neu-; gestalten von Ober-; flaechen in Innenraeumen); Bodenleger
Firma Buchele Planung GmbH,"https://www.hwk-muenchen.de/betriebe/buchele-planung-gmbh-74,0,bdbdetail.html?id=120050",,,,,,"Buchele Planung GmbH, St.-Paul-Straße 10, 80336 München, Landkreis München, kreisfreie Stadt",St.-Paul-Straße 10,80336,München,"Landkreis München, kreisfreie Stadt",Textilgestalter
Firma Raum & Boden GmbH,"https://www.hwk-muenchen.de/betriebe/raum-boden-gmbh-74,0,bdbdetail.html?id=139327",089 54403098,,089 51657508,,,"Raum & Boden GmbH, Tumblingerstr. 14, 80337 München, Landkreis München, kreisfreie Stadt",Tumblingerstr. 14,80337,München,"Landkreis München, kreisfreie Stadt",Raumausstatter
Firma Waagendienst Winkler GmbH,"https://www.hwk-muenchen.de/betriebe/waagendienst-winkler-gmbh-74,0,bdbdetail.html?id=138191",089 7259044,,089 764417,info@waagendienst.de,http://www.waagendienst.de,"Waagendienst Winkler GmbH, Dreimühlenstr. 21, 80469 München, Landkreis München, kreisfreie Stadt",Dreimühlenstr. 21,80469,München,"Landkreis München, kreisfreie Stadt",Elektrotechniker
Firma Horst Buresch Bauunternehmung GmbH,"https://www.hwk-muenchen.de/betriebe/horst-buresch-bauunternehmung-gmbh-74,0,bdbdetail.html?id=64157",,0171 5425011,,,,"Horst Buresch Bauunternehmung GmbH, Landsberger Straße 183, 80687 München, Landkreis München, kreisfreie Stadt",Landsberger Straße 183,80687,München,"Landkreis München, kreisfreie Stadt",Maurer und Betonbauer
Firma CEDE Elektroanlagen GmbH,"https://www.hwk-muenchen.de/betriebe/cede-elektroanlagen-gmbh-74,0,bdbdetail.html?id=64516",,,,,,"CEDE Elektroanlagen GmbH, Schedelstr. 7, 80686 München, Landkreis München, kreisfreie Stadt",Schedelstr. 7,80686,München,"Landkreis München, kreisfreie Stadt",Elektrotechniker
Firma Automag GmbH,"https://www.hwk-muenchen.de/betriebe/automag-gmbh-74,0,bdbdetail.html?id=232819",089 5102-0,,089 5102 215,,,"Automag GmbH, Landsberger Straße 170, 80687 München, Landkreis München, kreisfreie Stadt",Landsberger Straße 170,80687,München,"Landkreis München, kreisfreie Stadt",Kraftfahrzeugtechniker; Karosserie- und Fahrzeugbauer
Firma schnell & sauber & gründlich GmbH,"https://www.hwk-muenchen.de/betriebe/schnell-sauber-gruendlich-gmbh-74,0,bdbdetail.html?id=197168",08141 48 54 65,0176 19799831,,,,"schnell & sauber & gründlich GmbH, Elsenheimerstraße 15, 80687 München, Landkreis München, kreisfreie Stadt",Elsenheimerstraße 15,80687,München,"Landkreis München, kreisfreie Stadt","Einbau von genormten Baufertigteilen (z.B. Fenster, Türen, Zargen, Regale); Kabelverleger im Hochbau (ohne Anschlussarbeiten); Eisenflechter; Gebäudereiniger; Bodenleger; Betonbohrer und -schneider"
